58) boot:  0 nvs              WiFi data        01 02 00009000 00006000
I (66) boot:  1 phy_init         RF data          01 01 0000f000 00001000
I (73) boot:  2 factory          factory app      00 00 00010000 00100000
I (81) boot: End of partition table
I (85) esp_image: segment 0: paddr=0x00010020 vaddr=0x3f400020 size=0x23820 (145440) map
I (145) esp_image: segment 1: paddr=0x00033848 vaddr=0x3ffb0000 size=0x03164 ( 12644) load
I (150) esp_image: segment 2: paddr=0x000369b4 vaddr=0x40080000 size=0x00400 (  1024) load
I (152) esp_image: segment 3: paddr=0x00036dbc vaddr=0x40080400 size=0x09254 ( 37460) load
I (176) esp_image: segment 4: paddr=0x00040018 vaddr=0x400d0018 size=0x8cad8 (576216) map
I (378) esp_image: segment 5: paddr=0x000ccaf8 vaddr=0x40089654 size=0x06a4c ( 27212) load
I (399) boot: Loaded app from partition at offset 0x10000
I (399) boot: Disabling RNG early entropy source...
I (400) cpu_start: Pro cpu up.
I (403) cpu_start: Application information:
I (408) cpu_start: Project name:     akkaEsp32
I (413) cpu_start: App version:      v0.3-58-g421e464-dirty
I (420) cpu_start: Compile time:     Aug  1 2019 23:12:22
I (426) cpu_start: ELF file SHA256:  4a85524c328c8d67...
I (432) cpu_start: ESP-IDF:          v4.0-dev-459-gba1ff1692-dirty
I (439) cpu_start: Starting app cpu, entry point is 0x4008106c
I (0) cpu_start: App cpu up.
I (449) heap_init: Initializing. RAM available for dynamic allocation:
I (456) heap_init: At 3FFAE6E0 len 00001920 (6 KiB): DRAM
I (462) heap_init: At 3FFB9AB0 len 00026550 (153 KiB): DRAM
I (468) heap_init: At 3FFE0440 len 00003AE0 (14 KiB): D/IRAM
I (474) heap_init: At 3FFE4350 len 0001BCB0 (111 KiB): D/IRAM
I (481) heap_init: At 400900A0 len 0000FF60 (63 KiB): IRAM
I (487) cpu_start: Pro cpu start user code
I (60) cpu_start: Starting scheduler on PRO CPU.
I (0) cpu_start: Starting scheduler on APP CPU.
  3FFBC7A0 I |       25 | ESP32-14936 |        main.cpp:  79 | Starting Akka on ESP8266 heap : 264508 
  3FFC9A50 I |   114185 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFC9A50 I |   114286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   115184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   115194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   115202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   115205 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   115214 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   115224 | remote |      System.cpp:  16 |  heap:156200 stack:2884 heap free :221540 largest block : 113804 
  3FFBCF90 I |   115286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   116184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   116195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   116286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   117184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   117196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   117286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   118184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   118196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   118288 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   119184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   119196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   119286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   120184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   120194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   120199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   120206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   120215 | remote |      System.cpp:  16 |  heap:155644 stack:2884 heap free :220984 largest block : 113804 
  3FFBCF90 I |   120286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   121184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   121196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   121286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   122184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   122196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   122286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   123184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   123197 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   123286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   124184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   124196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   124286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   125184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   125194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   125200 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   125206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   125216 | remote |      System.cpp:  16 |  heap:155728 stack:2884 heap free :221068 largest block : 113804 
  3FFBCF90 I |   125224 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   125286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   126184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   126286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   127184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   127196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   127286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   128184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   128195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   128286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   129184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   129196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   129286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   130184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   130194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   130199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   130206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   130216 | remote |      System.cpp:  16 |  heap:159028 stack:2892 heap free :224368 largest block : 113804 
  3FFBCF90 I |   130224 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   130286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   131184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   131196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   131286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   132184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   132286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   133184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   133196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   133286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   134184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   134195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   134286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   135184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   135194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   135200 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   135206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   135216 | remote |      System.cpp:  16 |  heap:158864 stack:2664 heap free :224204 largest block : 113804 
  3FFBCF90 I |   135224 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   135286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   136184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   136196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   136286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   137184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   137196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   137286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   138184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   138286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   139184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   139196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   139286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   140184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   140194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   140202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   140204 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   140214 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   140222 | remote |      System.cpp:  16 |  heap:158852 stack:2892 heap free :224192 largest block : 113804 
  3FFC9A50 I |   140286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   141184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   141196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   141286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   142184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   142196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   142286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   143184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   143196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   143286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   144184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   144286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   145184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   145194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   145203 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   145206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   145215 | remote |      System.cpp:  16 |  heap:158500 stack:2664 heap free :223840 largest block : 113804 
  3FFBCF90 I |   145226 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   145286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   146184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   146195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   146286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   147184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   147196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   147286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   148184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   148196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   148286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   149184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   149196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   149287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   150184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   150194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   150199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   150206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   150215 | remote |      System.cpp:  16 |  heap:159120 stack:2884 heap free :224460 largest block : 113804 
  3FFBCF90 I |   150286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   151184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   151196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   151286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   152184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   152195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   152286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   153184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   153196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   153286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   154184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFAFB00 I |   154196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   154286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   155184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   155194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   155200 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   155206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   155216 | remote |      System.cpp:  16 |  heap:159040 stack:2892 heap free :224380 largest block : 113804 
  3FFC9A50 I |   155225 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   155286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   156184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   156286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   157184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   157196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   157286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   158184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   158196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   158286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   159184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   159196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   159286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   160184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   160194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   160199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   160206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   160216 | remote |      System.cpp:  16 |  heap:158956 stack:2880 heap free :224296 largest block : 113804 
  3FFBB33C I |   160226 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   160286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   161184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   161196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   161286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   162185 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFC9A50 I |   162287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   163184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   163196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   163286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   164184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   164195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   164286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   165184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   165194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   165200 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   165206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   165216 | remote |      System.cpp:  16 |  heap:158940 stack:2892 heap free :224280 largest block : 113804 
  3FFBCF90 I |   165224 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   165286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   166184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   166196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   166286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   167184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   167196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   167286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   168184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   168286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   169184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   169196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   169287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   170184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   170194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   170202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   170204 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   170214 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   170222 | remote |      System.cpp:  16 |  heap:159104 stack:2880 heap free :224444 largest block : 113804 
  3FFBCF90 I |   170286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   171185 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   171196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   171286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   172184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   172196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   172286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   173184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   173196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   173286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   174184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   174286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   175184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   175194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   175202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   175205 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   175214 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   175224 | remote |      System.cpp:  16 |  heap:159040 stack:2880 heap free :224448 largest block : 113804 
  3FFBCF90 I |   175286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   176184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   176195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   176286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   177184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   177196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   177286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   178184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   178196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
